Name,Address,Suburb,Postcode,LGA,Licensee,Licensee ABN,Facebook Link,Instagram link,Email Address,Phone Number,Date email 1 sent,Date email 2 sent,Date email 3 sent,Notes,
Ciccone & Sons,195 Regent St ,REDFERN,2016,Sydney,CICCONE & SONS PTY LTD,69601451352,https://www.facebook.com/cicconeandsons/,https://www.instagram.com/cicconeandsons/?hl=en,info@cicconeandsons.com.au,,30/5/2024,,,no phone no on the website / Enquiry form available / they have FB acct and instagram,
Souks Mediterranean Street Food,190 Harris Street ,PYRMONT,2009,Sydney,Brooke Keating,,https://www.facebook.com/soukspyrmont/,https://www.instagram.com/souks_pyrmont/,Info@souks.com.au,+61 2 9660 4491,30/5/2024,,,they have FB and instagram acct,
Holy Basil Darling Square,Shop 8  51 Tumbalong Boulevard ,Haymarket,2000,Sydney,PERIOD 9 PTY LIMITED,49636972748,https://www.facebook.com/Holybasilrestaurant,https://www.instagram.com/holybasil/,info@holybasil.com.au, +61 2 9145 8699,30/5/2024,,,they have FB and instagram acct,
Linda's 508 King,508 King St ,NEWTOWN,2042,Sydney,Graham Plummer,,https://www.facebook.com/lindasonking/,,,+61 2 8068 1589,,,,no email address on the website / FB acct available,
TAKAM,324 Victoria St ,DARLINGHURST,2010,Sydney,Giannina Maria Abiva,,https://www.facebook.com/people/Takam/100076383311152/,https://www.instagram.com/takam.syd/,hello@takam.com.au,+61 472 983 681,30/5/2024,,,they have FB and instagram acct,
Four Points by Sheraton Sydney Central Park,Block 4N 88 Broadway Street ,CHIPPENDALE,2008,Sydney,FPSS HOTEL OPERATIONS PTY LTD,96650034021,https://www.facebook.com/fourpointsbysheratonsydneycentralpark/,https://www.instagram.com/fourpointssydney/,,+61 2 8288 8888,,,,no email address on the website / FB and instagram acct available,
Chubby Cheeks Restaurant,437 Oxford St ,PADDINGTON,2021,Sydney,Songpol Manoonpong,,https://www.facebook.com/chubbycheekspaddo/,https://www.instagram.com/chubbycheekspaddo/,info@chubbycheekspaddo.com.au,+61 2 9332 1886,30/5/2024,,,they have FB and instagram acct,
Jazzy Cafe,212 Devonshire St ,SURRY HILLS,2010,Sydney,Nina Milanova,,https://www.facebook.com/jazzycafebar/,https://www.instagram.com/jazzycafebar/,snazzy@jazzycafebar.com.au,+61 2 8034 4036,30/5/2024,,,no website / they have FB and instagram acct,
Fish Market Cafe,"Tenancy 2/Shop 5 Sydney Fish Market, Blackwattle Bay",PYRMONT,2009,Sydney,Peter Lazaris,,https://www.facebook.com/people/Fish-Market-Caf%C3%A9/100063494441695/,https://www.instagram.com/fishmarketcafe/?hl=en,, +61 2 9660 4280,,,,no email address / they have FB and instagram acct / Enquiry form available,
Favola,170 King St ,NEWTOWN,2042,Sydney,Michela Maroni,,https://www.facebook.com/favola.sydney/,https://www.instagram.com/favola.sydney/,fabio@favola.com.au,+61 2 8021 0002,30/5/2024,,,Enquiry form available / they have FB acct and instagram,
Yayoi Market City,"Shop R3.15, Level 3, Market City 9-13 Hay Street",HAYMARKET,2000,Sydney,PLENUS AUST PTY. LTD.,53162639536,https://www.facebook.com/yayoi.aust,https://www.instagram.com/yayoi.aust/,info@au.plenus-global.com,+61 2 9211 0918,30/5/2024,,,they have FB and instagram acct,
The Calyx,Royal Botanic Garden Mrs Macquaries Road,SYDNEY,2000,Sydney,Adrian Dalah,,https://www.facebook.com/BotanicSydney,https://www.instagram.com/botanicsydney/,events@botanicgardens.nsw.gov.au,+61 2 9231 8111,30/5/2024,,,,
Belly Bao,184 King St ,NEWTOWN,2042,Sydney,Sylvia Tran,,https://www.facebook.com/bellybao,https://www.instagram.com/bellybao/,contact@bellybao.com.au,+61 402 826 907,30/5/2024,,,jobs@bellybao.com.au / they have FB and instagram acct,
Wingboy,"Shop 6, Darling One Building, 7 Steam Mill Lane",HAYMARKET,2000,Sydney,Michael Brenton,,https://www.facebook.com/p/wingboy_sydney-100046893412900/,https://www.instagram.com/wingboy_sydney/,,+61 2 7251 4497,,,,Enquiry form available / no email address on the website / instagram acct available,
Fish Butchery Waterloo,Shop 3  965 Bourke St ,WATERLOO,2017,Sydney,SAINT PETER PRODUCTION PTY LTD,24653972420,https://www.facebook.com/fishbutcherywaterloo/?_rdr,https://www.instagram.com/fishbutchery/?hl=en,waterloo@fishbutchery.com.au,+61 2 8960 0903,30/5/2024,,,they have FB and instagram acct,
Kogi - Korean BBQ,"Shop T4, Level 3, Market City 9-13 Hay Street ",HAYMARKET,2000,Sydney,KOGI HOLDINGS PTY LTD,,https://www.facebook.com/kogikoreanbbq/,https://www.instagram.com/kogikoreanbbq/,book@kogi.com.au,+61 412 054 339,30/5/2024,,,Enquiry form available / they have FB acct and instagram,
Bancho Bar,Bay 8 10 Thomas Lane ,HAYMARKET,2000,Sydney,Tina Wing Kee,,https://www.facebook.com/banchobar/,https://www.instagram.com/banchobar/,info@banchobar.com.au,+61 2 8097 9512,30/5/2024,,,they have FB and instagram acct,
SKYE Hotel Suites Sydney,Ego House 304 Kent St ,SYDNEY,2000,Sydney,Melaine Crook,,https://www.facebook.com/skyesuitessydney/,https://www.instagram.com/skye_suites/,reservations@skyesydney.com.au,+61 2 9052 7588,30/5/2024,,,they have FB and instagram acct,
Flour Drum Newtown,531 King St ,NEWTOWN,2042,Sydney,MEAT THE HONEY PTY LTD,20604795799,https://www.facebook.com/flourdrumnewtown/,https://www.instagram.com/flourdrumnewtown/,sales@flourdrum.com.au,+61 2 9565 2822,30/5/2024,,,Enquiry form available / they have FB acct and instagram,
Inase Sakaba,7-10 501 George Street ,SYDNEY,2000,Sydney,YEBISU TEAM PTY LTD,,https://www.facebook.com/InaseSakaba/,https://www.instagram.com/inase_sakaba_townhall/,info@inasesakaba.com.au, +61 2 9261 1552,30/5/2024,,,they have FB and instagram acct,
SUSHI-SUMA,425 Cleveland St ,REDFERN,2016,Sydney,SUSHI SUMA FOOD PTY LTD,98640062120,,https://www.instagram.com/sushisumasydney/,,+61 2 9698 8873,,,,no email address on the website,
Bar Topa,Palings Lane Retail Tenancy 4 330 George St ,SYDNEY,2000,Sydney,Rafaella Rodriguez,,https://www.facebook.com/ivyprecinct,https://www.instagram.com/ivysydney/,,+61 2 9114 7368,,,,other no. +61 2 9240 3000 / Enquiry forms available / they have FB and instagram acct,
RaRa,Shop B 66 Regent Street ,REDFERN,2016,Sydney,Last Ramen Pty Ltd,26622297858,https://www.facebook.com/rararedfern/,https://www.instagram.com/rararamen_official,hello@rararedfern.com.au,+61 2 9698 9994,30/5/2024,,,they have FB and instagram acct,
Nakano Darling,35 Tumbalong Boulevard ,HAYMARKET,2000,Sydney,Christopher Wu,,https://www.facebook.com/nakanodarling/,https://www.instagram.com/nakanodarling,info@nakanodarling.com.au, +61 403 682 492,30/5/2024,,,Enquiry form available / they have FB acct and instagram,
Seri World,410 Pitt Street ,HAYMARKET,2000,Sydney,AUSTRALIAN VILLAGE NO. 13 - PITT ST PTY LIMITED,,https://www.facebook.com/seribarsydney,https://www.instagram.com/seribarsydney,,,,,,no website / no email address and phone no. / they have FB and instagram acct,
Tommy's Darlinghurst,263 Victoria St ,DARLINGHURST,2010,Sydney,Brett AYTON,,https://www.facebook.com/tommysdarlinghurst/,https://www.instagram.com/tommys_dining/?hl=en,hello@tommysdarlinghurst.com.au,+61 456 631 365,30/5/2024,,,they have FB and instagram acct,
Organic Bread Bar Darlinghurst,Shop 1  354 Liverpool St ,DARLINGHURST,2010,Sydney,Mi Ran Park,,https://www.facebook.com/p/Organic-Bread-Bar-Darlinghurst-100049407037512/?_rdr,https://www.instagram.com/obbdarlinghurst/,organicbreadbardarlinghurst@gmail.com, +61 2 8041 8606,30/5/2024,6/3/2024,,Email not working. Email 2: organicbreadbardarlinghurst@gmail.com,
276 Devonshire Street Pty Limited,Shop 1  276 Devonshire St ,SURRY HILLS,2010,Sydney,276 DEVONSHIRE STREET PTY LIMITED,,,,,,,,,no matches infos,
The Doss House,Lower Ground Floor 77-79 George Street ,THE ROCKS,2000,Sydney,Ciara Doran,,https://www.facebook.com/thedosshouse,https://www.instagram.com/thedosshouse/,info@thedosshouse.com.au,+61 450 196 477,30/5/2024,,,Enquiry form available / they have FB acct and instagram,
Xage,Shop 1  329-333 Crown St ,SURRY HILLS,2010,Sydney,Quang Nguyen,,https://www.facebook.com/MadameNhu/,https://www.instagram.com/xage.co/,info@madamenhu.com.au, +61 2 9332 3344,30/5/2024,,,"Crown St, Surry Hills: 02 9332 3344 / 0431 944 655 / Hornsby: 0411 668 211 / Chatswood: 0411 668 788 / ",
Kafe Kooks,63 Mountain St ,ULTIMO,2007,Sydney,Andrew Ray,,https://www.facebook.com/kafekooks,https://www.instagram.com/kafe.kooks/,info@kafekooks.com.au,+61 480 336 869,30/5/2024,,,Business not interested,
BACK ROW WEST,Shop 1 Level 6  201 Kent Street ,SYDNEY,2000,Sydney,JBAK Trading One Pty Ltd,44608708569,https://www.facebook.com/backrowwest/,https://www.instagram.com/backrowwest/,info@backrowwest.com.au,61 2 9252 4925,30/5/2024,,,they have FB and instagram acct,
Ramen Goku,30 Glebe Point Rd ,GLEBE,2037,Sydney,GOTEN PTY LTD,72614550702,https://www.facebook.com/ramengokusydney/,https://www.instagram.com/ramengoku/,info@ramengoku.com.au,+61 2 9277 4649,30/5/2024,,,they have FB and instagram acct,
HAIDILAO AUSTRALIA PTY LTD,234 KING ST ,NEWTOWN,2042,Sydney,WING FUNG AUSTRALIA PTY LTD,26655210012,https://www.facebook.com/HaidilaoAustralia/?locale=fi_FI,,,+61 3 8863 0031,,,,no email address / no website / FB acct available,
Sushi Topia,Shop 2  157 Redfern St ,REDFERN,2016,Sydney,SUSHI MEGA PTY LTD,82657099771,https://www.facebook.com/sushitopiaredfern/,https://www.instagram.com/sushi_topia/?hl=en,,+61 2 4296 5005,,,,no email address / no website / FB acct available,
Juan Bowl & Tea,Shop 5 94a Pitt Street ,REDFERN,2016,Sydney,JU AN NAGOMI PTY. LTD.,61610267868,https://www.facebook.com/juanbowlandtea,https://www.instagram.com/juan.redfern/,,+61 444 547 112,,,,no email address on the website / they have FB acct and instagram,
Corridor newtown,153a King St ,NEWTOWN,2042,Sydney,Andrew Purcell,,https://www.facebook.com/corridornewtown,https://www.instagram.com/corridornewtown/,corridornewtown@gmail.com,+61 409 827 500,30/5/2024,,,from FB acct : +61 424 781 883 / Enquiry form available / they have FB acct,
Liming Ma,U 69  1 Dixon St ,SYDNEY,2000,Sydney,Liming Ma,,,,,,,,,no matches infos,
Tom & Gerry's,Suite 602. Level 6.  207 Kent St ,SYDNEY,2000,Sydney,STAZI FOOD & CO PTY LTD,53617916695,https://www.facebook.com/tomandgerrys/,https://www.instagram.com/tomandgerrys/,catering@tomandgerrys.com.au, +61 2 8033 9962,30/5/2024,,,Enquiry form available / they have FB acct and instagram,
Uncle Mings Bar Pty Ltd,Lg 49 York St ,SYDNEY,2000,Sydney,UNCLE MING'S BAR PTY LTD,15153809566,https://www.facebook.com/UncleMingsBar/,https://www.instagram.com/unclemings/,info@unclemings.com.au,,30/5/2024,,,no phone no. on the website / they have FB and instagram acct,
IL BACIO BAR & CAFE,Shop 4  35 Tumbalong Blvde ,HAYMARKET,2000,Sydney,Yaolu Tan,,https://www.facebook.com/people/Bacio-Bar/100054750520800/,https://www.instagram.com/bacio.bar/,, +61 2 9247 0345,30/5/2024,,,Email not working,
Mamaks Village & Charcoal Pot,Harbourside Shop 2455 2457 2459 2- 10 Darling Dr ,SYDNEY,2000,Sydney,MIRVAC RETAIL SUB SPV PTY LIMITED,34122863521,,https://www.instagram.com/mamakvillageunsw/?hl=en,,(02) 8098 0389,,,,no email address and website,
The Butchers Block Wine and Dine, Shop T1.03 International Tower 1 100 Barangaroo Avenue ,BARANGAROO,2000,Sydney,THE BUTCHERS BLOCK WINE AND DINE PTY. LTD.,20624365260,https://www.facebook.com/ButchersBlockGroup,https://www.instagram.com/butchersblockgroup/,inquiries@butchersblockgroup.com.au,+61 1300 288 243,30/5/2024,,,Wahroonga : (02) 9487 8136 / they have FB and instagram acct,
Spice World Hotpot,L 1  405-411 Sussex St ,HAYMARKET,2000,Sydney,Yun Li,,https://www.facebook.com/spiceworldaustralia/,https://www.instagram.com/spiceworldaustraliaofficial,,+61 406 697 900,,,,no website / no email address / they have FB and instagram acct,
The Executive Centre (Australia)," Level 24, Three International Towers 300 Barangaroo Ave",BARANGAROO,2000,Sydney,THE EXECUTIVE CENTRE (AUSTRALIA) PTY LTD,61086874688,,,sydney@executivecentre.com,+61 2 8067 8888,3/6/2024,,,,
Bridge Spot,Basement 4 Bridge Street ,SYDNEY,2000,Sydney,BISTECCA PTY LTD,,,,,,,,,no matches infos,
Betty's Burgers & Concrete Co. Darlinghurst,"Retail 1, 1A Kings Cross Road ",DARLINGHURST,2010,Sydney,BETTY'S BURGERS AUSTRALIA PTY LTD,35132912817,https://www.facebook.com/bettysburgersco/,https://www.instagram.com/bettys_burgers/?hl=en,contact@bettysburgers.com.au,+61 2 9358 4337,3/6/2024,,,other phone no : (+61) 3 9508 4409 / Enquiry form available,
Planar Restaurant,"Ground Fl, Tenancy C.08 International Convention Centre, 1A Harbour Street",SYDNEY,2000,Sydney,ST PROPERTY INVESTMENT HOLDINGS PTY LTD,,https://www.facebook.com/Planarrestaurant/,https://www.instagram.com/planarrestaurant/,info@planarrestaurant.com.au,61 2 9212 6789,3/6/2024,,,they have FB and instagram acct,
COFFEE PITT,"Ground Floor, Shop 3  363-367 Pitt Street ",SYDNEY,2000,Sydney,Jae Hong Kwak,,,https://www.instagram.com/coffeepitt/,,,,,,no website / no contact infos / instagram acct available,
1/0/1900  2:24:00 PM,"1a, 11 Bowden St ",ALEXANDRIA,2015,Sydney,0.6 PTY LTD,91616506122,,,,,,,,,
Pizza Hut Waterloo,Divercity Shop Cr04  3-5 Archibald Avenue ,WATERLOO,2017,Sydney,Chetan KALRA,,https://www.facebook.com/people/Pizza-Hut/100064524436323/,,,+61 131166,,,,no email address / FB acct available,
Cucina Grazie,Shop 1 19-23 Elizabeth Bay Rd ,ELIZABETH BAY,2011,Sydney,Craig Black,,https://www.facebook.com/bargraziepottspoint/,https://www.instagram.com/bar.grazie/,ciao@bargraziepottspoint.com,,3/6/2024,,,no phone no. on the website / instagram acct available,
BELLUCCI AUSTRALIA SQUARE PTY LTD," Shop Podium 1, Upper Plaza (Level 5) Australia Square, 264-278 George Street",SYDNEY,2000,Sydney,RG BELLUCCI PTY LTD,38661502647,https://www.facebook.com/BellucciCucinaSydney/,https://www.instagram.com/belluccicucina/?ref=yu&hl=en,eat@bellucci.com.au,+61 2 9252 5325,3/6/2024,,,Enquiry form available / they have instagram acct,
CALLA,Shop 14  45-55 Harris Street ,PYRMONT,2009,Sydney,Kosta Trajkovski,,https://www.facebook.com/p/Calla-Pyrmont-100063478593842/,https://www.instagram.com/calla_bakery/?hl=en,calla.pyrmont@outlook.com,+61 452 615 088,3/6/2024,,,Enquiry form available / they have FB acct and instagram,
Foodcraft Espresso & Bakery,Shop 1 70 Macdonald Street ,ERSKINEVILLE,2043,Sydney,Christian Lerchster,,https://www.facebook.com/Foodcraftespressoandbakery/,https://www.instagram.com/foodcraftespresso/,, +61 2 8384 6657,,,,no email address on the website / Enquiry form available / they have FB acct and instagram,
Zambrero Fresh Mex Grill,Shop 1  107-111 Oxford St ,DARLINGHURST,2010,Sydney,GILL & SONS (AUS) PTY LTD,,https://www.facebook.com/zambrero/,https://www.instagram.com/zambrero/,contactus@zambrero.com,+61 2 9358 1900,3/6/2024,,,,
West Hotel Sydney,65-79 Sussex St ,SYDNEY,2000,Sydney,Nathan Kengike,,,https://www.instagram.com/west_hotelsyd/,,+61 2 8297 6500,,,,no email address on the website / instagram acct ,
Ralphs Cafe,1a-174 City Road ,DARLINGTON,2008,Sydney,Daniel Panebianco,,https://www.facebook.com/RalphsCafe/,https://www.instagram.com/ralphscoffee/?hl=en,catering@ralphscafe.com.au,+61 405 483 810,3/6/2024,,,other phone no. : 0405 477 002 / Enquiry form available,
XIN BAR,7-13 Burton St ,DARLINGHURST,2010,Sydney,XQ KABOCHA PTY LTD,,https://www.facebook.com/xinbardarlinghurstnsw/,,Bookings@xinbar.com.au,+61 481 741 054,3/6/2024,,,FB acct available,
Poly Restaurant,76 Commonwealth Street ,SURRY HILLS,2010,Sydney,Julien Dromgool,,https://www.facebook.com/p/Poly-100054539406286/?_rdr,https://www.instagram.com/poly_au/,info@polysurryhills.com.au,+61 2 8860 0808,3/6/2024,,,instagram acct available,
Crystalbrook Albion,88 Albion St ,SURRY HILLS,2010,Sydney,GAG LITTLE ALBION BUSINESS COMPANY PTY LTD.,,https://www.facebook.com/littlealbion.crystalbrookcollection/,https://www.instagram.com/crystalbrookalbion,sales@crystalbrookcollection.com,+61 2 8029 7900,3/6/2024,,,marketing@crystalbrookcollection.com / recruitment@crystalbrookcollection.com / +61 2 8029 7900 / hello.albion@crystalbrookcollection.com,
5 Ward Ave Pty Ltd,5 Ward Ave ,POTTS POINT,2011,Sydney,5 Ward Avenue Pty Limited,,,,,,,,,no matches information,
SUSHI TRAIN SURRY HILLS STATION,Shop 1 81a Foveaux Street ,SURRY HILLS,2010,Sydney,MAGICBUNNY PTY LIMITED,97624799015,https://www.facebook.com/sushitrainaus/,https://www.instagram.com/sushitrainaus/,info@sushitrain.com.au,+61 2 8387 7485,3/6/2024,,,FB acct and instagram acct available ,
Hi Korea pty ltd,69 Abercrombie St ,CHIPPENDALE,2008,Sydney,su youn kwon,,,,,,,,,no matches infos,
Hojiak,90-92 Hay St ,HAYMARKET,2000,Sydney,William Xie,,https://www.facebook.com/hojiakamahskitchen/,https://www.instagram.com/hojiak.haymarket/,haymarket@hojiak.com.au, +61 2 8040 0252,3/6/2024,,,hello@hojiak.com.au / FB acct available ,
The Lankan Filling Station,Ground Floor 58 Riley Street ,DARLINGHURST,2010,Sydney,O Tama Carey,,https://www.facebook.com/lankanfillingstation/,https://www.instagram.com/lankanfillingstation/,info@lfsfood.com.au, +61 2 8542 9936,3/6/2024,,,they have instagram acct,
Old Mate's Place,L 4 199 Clarence St ,SYDNEY,2000,Sydney,OLD MATES GROUP PTY. LTD.,83613667548,https://www.facebook.com/oldmatesplace/,https://www.instagram.com/oldmatesplace/,,,3/6/2024,,,Email not working,
Musou Japanese BBQ Restaurant,Tenancy 1  324 Pitt Street ,SYDNEY,2000,Sydney,Manoj K C,,https://www.facebook.com/musouyakiniku,https://www.instagram.com/musouyakiniku/,musouyakiniku@outlook.com, +61 2 9283 9885,3/6/2024,,,instagram acct available,
Joe's table,UNIT 1 185A BOURKE ST ,DARLINGHURST,2010,Sydney,Kitsana Aunarerom,,https://www.facebook.com/joestablesydney/,https://www.instagram.com/joestablesydney/,Joestablesydney@gmail.com,+61 452 429 855,3/6/2024,,,they have FB and instagram acct,
Breakfree on Clarence,193-195 Clarence Street ,SYDNEY,2000,Sydney,J J PACIFIC Pty Ltd,83625201425,https://www.facebook.com/BreakFreeonClarence/,,,+61 2 8017 8888,3/6/2024,,,Email not working. other phone no. : +61 132007,
Sofitel Sydney Darling Harbour,12 Darling Drive ,SYDNEY,2000,Sydney,Darling Harbour Hotel Pty Ltd,,https://www.facebook.com/sofiteldarlingharbour/,https://www.instagram.com/sofiteldarlingharbour/?hl=en,h9729@sofitel.com,+61 2 8388 8888,3/6/2024,,,,
Tanshin Sushi Bar,129 King St ,NEWTOWN,2042,Sydney,In Choi,,https://www.facebook.com/tanshinsushibar/,https://www.instagram.com/tanshin_sushibar/?hl=en,,+61 2 9565 4230,,,,no website / no email address / they have FB and instagram acct,
IIKO Mazesoba,Shop T1.09 Tower 1 International Towers 100 Barangaroo Avenue ,BARANGAROO,2000,Sydney,MAZESOBA PTY LTD,36657892512,https://www.facebook.com/iikomazesoba,https://www.instagram.com/iikomazesoba/,iiko@mazesoba.com.au, +61 401 305 885,3/6/2024,,,Enquiry form available / they have FB acct and instagram,
Paramount House Hotel,74 Commonwealth St ,SURRY HILLS,2010,Sydney,Paramount House Hotel Pty Ltd,91616323936,https://www.facebook.com/paramounthousehotel/,https://www.instagram.com/paramounthousehotel/,hello@paramounthousehotel.com,+61 2 9211 1222,3/6/2024,,,they have FB and instagram acct,
Wild Sage Barangaroo,"Shop C2.08, 51A Hickson Road ",BARANGAROO,2000,Sydney,MRM 1 PTY LTD,93616745156,https://www.facebook.com/WildsageSydney/,https://www.instagram.com/wildsagebarangaroo/, events@wildsage.com.au,+61 2 9299 9087,3/6/2024,,,other phone no. : 0452 586 219  / dine@wildsage.com.au,
Taisho Wagyu Japanese BBQ,Shop 26  2-4 Defries Avenue ,ZETLAND,2017,Sydney,Yongliang Qin,,https://www.facebook.com/p/Taisho-Japanese-Restaurant-100066944030668/,https://www.instagram.com/taisho.aus/,,+61 2 9056 2772,,,,no website / no email address / FB acct available,
Khao Yum Authentic Thai,Shop 3  157 Redfern St ,REDFERN,2016,Sydney,Tidarat Pengpet,,https://www.facebook.com/p/Khao-Yum-Thai-cuisine-100054267800597/,,tamju2495@hotmail.com,+61 2 8540 8230,4/6/2024,,,FB acct available,
Black and White Waiters,Se 402 51-57 Holt St ,SURRY HILLS,2010,Sydney,Alejandro Jara Sanchez,,https://www.facebook.com/blackandwhitewaiters/,https://www.instagram.com/blackandwhitewaiters/,sydney@blackandwhitewaiters.com.au,+61 1300 544 686,4/6/2024,,,theteam@blackandwhitewaiters.com.au,
Clifton Operations Pty Ltd,CGU House Swire House L 3  10-14 Spring St ,SYDNEY,2000,Sydney,CLIFTON OPERATIONS PTY LIMITED,,https://www.facebook.com/CliftonsEventSolutions,https://www.instagram.com/cliftons/,marketing@cliftons.com,,4/6/2024,,,Enquiry form available / ,
Zaffi Sydney,Ground Floor 10-14 Hunter Street ,SYDNEY,2000,Sydney,Thomas Elizalde,,https://www.facebook.com/zaffisydney,https://www.instagram.com/zaffisydney/,info@zaffisydney.com.au,+61 2 9221 6373,4/6/2024,,,Enquiry form available / they have FB acct and instagram,
Work Club Global,Level 8 87-105 Elizabeth Street ,SYDNEY,2000,Sydney,Work Club Sydney Services Pty Ltd,62168997742,https://www.facebook.com/workclubglobal/,https://www.instagram.com/WorkClubGlobal/,sydney.barangaroo@workclubglobal.com,+61 2 9019 1889,4/6/2024,,,"Coworking space in Sydney, Australia",
Contact Kitchen & Bar.,G.1 & G.2 / 76-88 Crown Street ,WOOLLOOMOOLOO,2011,Sydney,CLURPEL PTY LTD,19140110756,https://www.facebook.com/contactsydney.com.au/,https://www.instagram.com/contactbarandkitchen/,,+61 2 8318 1510,4/6/2024,,,Email not working. FB acct available,
Mexican Burrito Cantina,567 Crown St ,SURRY HILLS,2010,Sydney,Victor Hernandez Torres,,https://www.facebook.com/Mexicanburritocantina/,https://www.instagram.com/mexicanbcantina/?hl=en,hola@mexicanburritocantina.com.au, +61 2 9699 2499,4/6/2024,,,Enquiry form available / they have FB acct and instagram,
Ramblin' Rascal Tavern,B1 60 Park St ,SYDNEY,2000,Sydney,CRUMB CONSORTIUM PTY LTD,29165836957,https://www.facebook.com/p/Ramblin-Rascal-Tavern-100034895546974/,https://www.instagram.com/ramblinrascaltavern/,charlie@ramblinrascal.com,,,,,"no phone no, on the website / Enquiry form available / they have FB acct and instagram",
Haymarket Kitchen,shop 203 107-121 quay st ,HAYMARKET,2000,Sydney,Wendy Baker,,,,,+61 2 8592 1729,,,,no website and email address,
Take Sushi & Japanese Cuisine,Shop 1r  8 Allen St ,WATERLOO,2017,Sydney,TAKE SUSHI AUSTRALIA PTY LTD,,https://www.facebook.com/TAKESUSHIWATERLOO/,https://www.instagram.com/takesushiwaterloo/,, +61 2 9319 5565,,,,no email address on the website / FB acct available,
Dad and the Frog,Lock Up Shop Ground Floor  96 Fitzroy Street ,SURRY HILLS,2010,Sydney,Baptiste Viard,,https://www.facebook.com/people/Dad-and-the-Frog-Cafe/100095725381805/?mibextid=LQQJ4d,https://www.instagram.com/dadandthefrog/,contact@dadandthefrog.com.au,+61 449 150 557,4/6/2024,,,Enquiry form available / they have FB acct and instagram,
Kitchen by Mike,64-76 Kippax St ,SURRY HILLS,2010,Sydney,Kate Wilson,,https://www.facebook.com/kitchenbymike/,https://www.instagram.com/kitchenbymike/?hl=en,info@kitchenbymike.com.au,+61 2 9252 5550,4/6/2024,,,they have FB and instagram acct,
Mary's EQ,The Entertainment Quarter 116 Lang Rd ,MOORE PARK,2021,Sydney,Stuart Nunan,,,https://www.instagram.com/marysgetfat/,,,,,,no phone number and email address on the website / Enquiry form available,
Zeus Street Greek Surry Hills,Shop 2  69-81 Foveaux Street ,SURRY HILLS,2010,Sydney,Morteza TASLIM BAKHSH,,https://www.facebook.com/ZeusStreetGreekSurryHills/,https://www.instagram.com/zeusstreetgreek/?hl=en,hello@zsg.com.au,+61 2 8018 4559,4/6/2024,,,Enquiry form available / they have FB acct and instagram,
Pappa's Stew Chilli Cuisine,6 King St ,NEWTOWN,2042,Sydney,Zan Wei,,https://www.facebook.com/people/Pappas-stew-%E5%BB%BF%E4%BC%8D%E5%91%B3/100063520975715/,https://www.instagram.com/pappas_stew/,pappaweifood@gmail.com,+61 493 029 567,4/6/2024,,,they have FB and instagram acct,
Yu Hung Liu,Kent House 88 Liverpool St ,SYDNEY,2000,Sydney,Yu-Hung LIU,,,,,,,,,no matches infos,
Vizio Caffe e Cucina,Shop 1 52-58 William St ,WOOLLOOMOOLOO,2011,Sydney,Matia Zoffoli,,https://www.facebook.com/viziocaffeecucina/,https://www.instagram.com/viziocaffeecucina/,,+61 2 9358 2231,4/6/2024,,,Email not working,
FRATELLI FRESH,International Convention Centre Shop T02 and T03 14 Darling Dr ,SYDNEY,2000,Sydney,Augusto Baudemont,,https://www.facebook.com/FratelliFresh/,https://www.instagram.com/fratellifresh/,reservations@fratellifresh.com.au,,4/6/2024,,,no phone no. on the website / Enquiry form available / they have FB acct ,
Elements Pyrmont,3 Harris St ,PYRMONT,2009,Sydney,Kazi Haq,,https://www.facebook.com/ElementsBarandGrillPyrmont/,https://www.instagram.com/elementsbaranddining/?hl=en,info@elementsgroup.com.au,+61 1300 353 636,4/6/2024,,,Enquiry form available / they have FB acct and instagram,
Tara Sushi Bar,666 Crown St ,SURRY HILLS,2010,Sydney,Kamal Subedi,,https://www.facebook.com/sushiramensashimiudon/,https://www.instagram.com/thaitarasushiandbar/,taraustralia@gmail.com,+61 424 720 048,4/6/2024,,,other phone no. : (02) 9699 2829 / they have FB acct,
I am Siam,Shop 3  175-185 Campbell St ,SURRY HILLS,2010,Sydney,8AMATA PTY LTD,14649906623,https://www.facebook.com/spiceiam/,https://www.instagram.com/spice.i.am/?hl=en,,+61 2 9357 5530,,,,Enquiry form available / no email address on the website/ LARP RESTAURANT name matches on the addess / FB and instagran available,
Bart Jr,Tenancy 4 92 Pitt St ,REDFERN,2016,Sydney,Georgia Woodyard,,https://www.facebook.com/bartjrredfern/,https://www.instagram.com/bart.jr.redfern/,hello@bartjr.com.au   ,+61 401 899 845,4/6/2024,,,other phone no. +61 402 567 134 / FB acct available,
The Associate Cafe,Civic Tower G 66 Goulburn St ,SYDNEY,2000,Sydney,Bidu Pty Ltd,,https://www.facebook.com/theassociatecafe/,,,+61 2 9269 0353,4/6/2024,,,Email not working. They have FB and instagram acct,
541 Art Space,L 1  541 Kent St ,SYDNEY,2000,Sydney,Wanni Zhu,,https://www.facebook.com/541artspace/,https://www.instagram.com/541space/?hl=en,info@nanhaimedia.com,+61 2 9267 6568,4/6/2024,,,Email not working. Email 2: info@nanhaimedia.com . They have FB and instagram acct,
